PublicationID,First_Author,Year,Publication_Type,Source,Latitude,Longitude,Ecosystem,CCAP_Class,Climate_Zone,Salinity_Regime,Elevation,Tide_Range,MHW,Stature,Soil_Order,Management,Disturbance,Activity,Activity_Time,Current_Land_Use,Previous_Land_Use,CH4,N2O,NEE,DOC,CO2,Salinity_in_Soil,Salinity_in_Water,Species1,Species2,Species3,BD,LOI,C,AGB,AGBunits,delAGB,delAGBunits,BGB,BGBunits,delBGB,delBGBunits,Unit_Source,Deadwood,Litter,SOC1,SOC1units,SOC1depth,Roots,CalculationMethod,delSOC1Pb,delSOC1units,delSOC2Cs,delSOC2units,delSOC3Marker,delSOC3units,delSOC4SET,delSOC4units,delSOC5RadioC,delSOC5units
88,Castaneda-Moya,2013,1,1,25.37,-81.08,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,118.11,Mg_ha,11.68,Mg_ha,31,Mg_ha,4.28,Mg_ha,1,,,0.0415,OCg_cc,45,,C,,,,,,,,,,
88,Castaneda-Moya,2013,1,1,25.56,-80.48,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,99.67,Mg_ha,9.12,Mg_ha,45,Mg_ha,6.43,Mg_ha,1,,,0.08993,OCg_cc,45,,C,,,,,,,,,,
88,Castaneda-Moya,2013,1,1,25.37,-81.08,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,172.14,Mg_ha,14.51,Mg_ha,25,Mg_ha,4.31,Mg_ha,1,,,0.07714,OCg_cc,45,,C,,,,,,,,,,
88,Castaneda-Moya,2013,1,1,25.56,-80.48,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,14.58,Mg_ha,3.22,Mg_ha,24,Mg_ha,5.93,Mg_ha,1,,,0.23673,OCg_cc,45,,C,,,,,,,,,,
88,Castaneda-Moya,2013,1,1,25.37,-81.08,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,16.03,Mg_ha,3.78,Mg_ha,46.7,Mg_ha,4.07,Mg_ha,1,,,0.08,OCg_cc,45,,C,,,,,,,,,,
88,Castaneda-Moya,2013,1,1,25.56,-80.48,mangrove,,subtropical,,,,,,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,11.85,Mg_ha,3.32,Mg_ha,44,Mg_ha,4.72,Mg_ha,1,,,0.13932,OCg_cc,45,,C,,,,,,,,,,
