PublicationID,First_Author,Year,Publication_Type,Source,Latitude,Longitude,Ecosystem,CCAP_Class,Climate_Zone,Salinity_Regime,Elevation,Tide_Range,MHW,Stature,Soil_Order,Management,Disturbance,Activity,Activity_Time,Current_Land_Use,Previous_Land_Use,CH4,N2O,NEE,DOC,CO2,Salinity_in_Soil,Salinity_in_Water,Species1,Species2,Species3,BD,LOI,C,AGB,AGBunits,delAGB,delAGBunits,BGB,BGBunits,delBGB,delBGBunits,Unit_Source,Deadwood,Litter,SOC1,SOC1units,SOC1depth,Roots,CalculationMethod,delSOC1Pb,delSOC1units,delSOC2Cs,delSOC2units,delSOC3Marker,delSOC3units,delSOC4SET,delSOC4units,delSOC5RadioC,delSOC5units
13,Doughty,2015,1,1,28.33,-31.23,marsh,Palustrine Emergent Wetland,subtropical,,,,,herb,,N,,,,,,NA,NA,NA,NA,NA,,,SPAL,DISP,BAMA5,,,,26,Mg_ha,,,7,Mg_ha,,,1,,,49,MgC_ha,30,,R,,,,,,,,,,
13,Doughty,2015,1,1,28.33,-31.23,mangrove,Palustrine Forested Wetland,subtropical,,,,,tree,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,114,Mg_ha,,,25,Mg_ha,,,1,,,57,MgC_ha,30,,R,,,,,,,,,,
13,Doughty,2015,1,1,28.33,-31.23,mangrove,Palustrine Forested Wetland,subtropical,,,,,shrub,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,23,Mg_ha,,,5,Mg_ha,,,1,,,41,MgC_ha,30,,R,,,,,,,,,,
13,Doughty,2015,1,1,28.33,-31.23,mangrove,Palustrine Forested Wetland,subtropical,,,,,shrub,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,61,Mg_ha,,,28,Mg_ha,,,1,,,47,MgC_ha,30,,R,,,,,,,,,,
13,Doughty,2015,1,1,28.33,-31.23,mangrove,Palustrine Forested Wetland,subtropical,,,,,tree,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,179,Mg_ha,,,29,Mg_ha,,,1,,,66,MgC_ha,30,,R,,,,,,,,,,
13,Doughty,2015,1,1,28.33,-31.23,mangrove,Palustrine Forested Wetland,subtropical,,,,,shrub,,N,,,,,,NA,NA,NA,NA,NA,,,,,,,,,62,Mg_ha,,,18,Mg_ha,,,1,,,53,MgC_ha,30,,R,,,,,,,,,,
